Id,conversation_text
108,"அட, இந்த new phone-u வாங்குனதுக்கு அப்பறம் கொஞ்சம் confusion-nu இருக்கு. Camera quality சூப்பரா இருக்கு, but settings எல்லாம் understand பண்ணவே முடியல. YouTube-la tutorials பாத்துக்கலாம்னு இருக்கேன். Weekend-la ஊருக்குப் போக bus ticket book பண்ணனும், app open பண்ணி பாக்குறேன். Ticket available இருக்கான்னு check பண்ணு-u, இல்லன்னா train-la போகலாம்னு plan பண்ணலாம். ரொம்ப hectic-aa இருக்கு today-u!"
109,"அடப்பாவி! இந்த phone-u சார்ஜ் ஆகவே மாட்டேங்குது! காலையில இருந்து full charge பண்ணியும், இப்ப 20% தான் இருக்கு. Battery problem-nu நெனக்கிறேன். சரி, lunch break-la சார்ஜ் பண்ணி பார்க்கிறேன். இல்லன்னா புது phone வாங்க வேண்டியது தான் பாரு. ரொம்ப frustration-aa இருக்கு, seriously! அதுவும் முக்கியமான call வந்தா என்ன பண்றது? கொஞ்சம் tension-u பாரு!"
110,"அய்யோ, இந்த app update-u வந்ததிலிருந்து ரொம்ப confusion-nu இருக்கு. Earlier எல்லாம் smooth-a work ஆச்சு, இப்போ loading time-u சரியில்ல.  Customer care-ku call பண்ணலாம்னு இருக்கேன், ஆனா language problem-u வரும்னு பயமா இருக்கு. They won't understand Tamil properly-nu fear-u. சரி, try பண்ணிப் பார்க்கலாம். இல்லன்னா வேற app search பண்ணலாம்."
111,"சரி, இந்த new phone-u வாங்கினதுக்கு அப்பறம் கொஞ்சம் confusion-nu இருக்கு. Camera quality ரொம்ப best-u, ஆனா settings எல்லாம் தமிழ்-ல கிடைக்க மாட்டேங்குது. App download பண்ணலாம்னு இருக்கேன், ஆனா which app தான் best-nu தெரியல. கண்டிப்பா YouTube tutorial பார்க்கணும், இல்லன்னா friend help-ku கேக்கணும். என்ன பண்ணலாம்-aa?"
112,"அடேங்கப்பா, இந்த new phone-u வாங்குனதுக்கு அப்பறம் battery life ரொம்ப மோசமா இருக்கு. சார்ஜ் போட்ட உடனேயே down-aa போகுது! என்ன பண்ணலாம்னு கொஞ்சம் confusion-nu இருக்கு. சரி, வேற option ஏதும் இருக்கான்னு online-la check பண்ணிப் பார்க்கிறேன். அப்புறம், அம்மா-வுக்கு call பண்ணி weekend plans பத்தி பேசணும். Weekend-la beach-ku போகலாம்னு இருக்கேன், சூப்பரா இருக்கும்-u!"
113,"அடப்பாவி! இந்த phone-u சார்ஜ் ஆகவே மாட்டேங்குது. morning-ல இருந்து problem-aa இருக்கு. நான் என்ன பண்ணுவது? சார்ஜர் cable-a மாத்தி பார்த்தேன், socket-ஐயும் check பண்ணிட்டேன். எதுவும் work ஆகல. ரொம்ப tension-aa இருக்கு. முக்கியமான call வந்தா? வேற phone வாங்கலாமா-nu யோசிக்கிறேன், பட் expensive-u. சரி விடு, எப்படியாவது afternoon-la recharge பண்ணிடுவேன்."
114,"என்னடா இது! புது phone-ah வாங்குனதுக்குள்ளே battery life ரொம்ப down-aa இருக்கு. சார்ஜ் போடறதே வெறுப்பா இருக்கு!  Weekend-u ஊருக்குப் போகலாம்னு book பண்ணிட்டேன். Mom-கு surprise கொடுக்கலாம்னு இருக்கேன். Bus ticket confirm-nu செக் பண்ணனும். அப்புறம், ஏதாவது gifts வாங்கணும். Shopping-ku போறதுனா ரொம்ப happy-aa இருக்கும், right-u?"
115,"அடப்பாவி! இந்த new phone-u சார்ஜ் ஆகவே ரொம்ப time எடுத்துக்குது nu தோணுது. நேத்து வாங்கினேனே! Battery life-u totally waste-aa இருக்கு, என்ன பண்ணலாம்? சரி, ஒரு coffee குடிக்கலாமா uncle-ku? அவங்க tech விஷயத்துல expert, ஏதாவது solution சொல்லுவாங்கனு hope-u. ஆனா first lunch finish பண்ணனும்."
116,"அடேங்கப்பா, இந்த new phone-u வாங்குனதுக்கு அப்பறம் battery life ரொம்ப difference-aa இருக்கு. சார்ஜ் பண்ணா சரியா two hours-la fully discharge ಆಯ್ತುnu தோணுது. என்ன பண்ணலாம்னு கொஞ்சம் confused-aa இருக்கு. கடைக்கு போகணும்னா, time இல்ல. Online-la ஏதாவது tips இருந்தா சொல்லுங்க. சரி, lunch break-la சாப்பாடு order பண்ணனும்! என்ன special-u இருக்குனு பாக்கலாம்."
117,"அடப்பாவி! இந்த new phone-u சார்ஜ் ஆக ரொம்ப time எடுக்குது nu தோணுது. Battery life சரியில்ல seems like!  நான் Flipkart-la வேற model பார்க்கலாமா? கொஞ்சம் confused-aa இருக்கு. Mama என்ன சொல்றாரு? நல்ல phone ஏதாவது recommend பண்ணுங்க-la. Chennai trip-ku booking பண்ணிட்டேன், but இந்த போன் சரியில்லனா problem-aa இருக்கும்."
118,"அடேங்கப்பா, இந்த new phone-u வாங்கினதுக்கு அப்பறம் battery life ரொம்ப கஷ்டமா இருக்கு. சார்ஜ் பண்ணி கொஞ்ச நேரத்துக்குள்ளே down-aa போயிடுது! என்ன பண்றதுன்னு confusion-nu இருக்கு. கடைக்காரர் கிட்ட கேக்கலாம்னு நெனக்கிறேன், ஏதாவது solution இருக்கான்னு. அப்புறம், weekend-la Mahabalipuram-ku trip போறது finalize-nu இருக்கோம். Tickets book பண்ணிட்டா perfect-u!"
119,"என்னடா இந்த app-u update பண்ணினதுக்கு அப்புறம் ரொம்ப slow-aa இருக்கு. Seriously frustrating-u! Yesterday வரைக்கும் normal-aa தான் இருந்தது. Data balance check பண்ணி பார்க்கணும், இல்லனா network problem-nu suspicion வருது. சரி, முதல்ல restart பண்ணி பார்க்கலாம். அதுவும் work out ஆகலனா service provider-ku call பண்ணனும். Tension ஆகிடாதே, எல்லாம் சரியாகிடும்-u."
120,"இன்னைக்கு morning alarm சரியா வேலை செய்யல-u, அதனால late-aa bus-miss பண்ணிட்டேன்.  அப்புறம் office-la meeting-nu சொல்லிட்டு boss ஒரே tension-a கொடுத்தாரு. Lunch break-la சாப்பாடு order பண்ண கொஞ்சம் confusion-nu இருந்தது, menu ரொம்ப complicated-aa இருந்துச்சு. சரி, evening gym-ku போகலாம்னு இருக்கேன், கொஞ்சம் fresh feeling வரணும். நீ என்ன பண்ற-aa? இந்த traffic-la வீட்டுக்கு போறது ரொம்ப headache-u."
121,"டேய், இந்த new phone-u வாங்குனது தப்பு-nu தோணுது. Camera quality ரொம்ப average-aa இருக்கு. Seriously disappointed-u!  App எல்லாமே crash ஆகிட்டே இருக்கு, ரொம்ப frustration-aa இருக்கு. சரி விடு, weekend-la beach-ku போனா mind கொஞ்சம் relax ஆகும்னு நினைக்கிறேன். Ticket book பண்ணிட்டேன், come with me-aa?"
122,"ஹாய், என்ன பண்றீங்க? I'm just trying to figure out இந்த movie ticket booking app-u. ரொம்ப confusion-nu இருக்கு. ஏன்னா, time சரியா கிடைக்கல. Weekend-ku book பண்ணலாம்னு நெனச்சேன், ஆனா எல்லாமே full-aa இருக்கு. வேற ஏதாவது theatre-la இருக்கான்னு பாக்குறேன். இல்லனா, wait பண்ணலாம்னு தோணுது. இது ரொம்ப irritating-u."
123,"டேய், இந்த new phone-u வாங்குனதுல கொஞ்சம் confusion-nu இருக்கு. Camera quality சூப்பரா இருக்கு, but battery life ரொம்ப कमமா இருக்கு தெரியுமா? சார்ஜ் போடுறதுக்குள்ள நேரம் இல்லாம போகுது.  சரி, விடுங்க...weekend-la ஊட்டி-ku trip plan பண்ணலாம்னு இருக்கேன். Tickets book செஞ்சிட்டேனான்னு check பண்ணனும். நீ வர்றியா, சொல்லு… best-u இருக்கும்!"
124,"அடேங்கப்பா, இந்த new phone-u வாங்குனதுக்கு அப்பறம் battery life சுத்தமா இல்ல. ஒரு நாளைக்கு ரெண்டு தடவை charge பண்ணனும்! உண்மையாவே tension-aa இருக்கு.  சரி, விடுங்க. Weekend-la ஊட்டி trip-ku plan பண்ணியிருக்கோம். கொஞ்சம் fresh air கிடைச்சா சரியாகிடும்னு நினைக்கிறேன். Ticket booking complete-nu சொல்லிட்டாங்க, சூப்பர்-aa இருக்கு! கொஞ்சம் shopping-ku போகணும், அம்மாவுக்கு saree எடுக்கணும்."
125,"டேய், இந்த new phone-u வாங்குனதில கொஞ்சம் confusion-nu இருக்கு. Camera quality சூப்பரா இருக்கு, ஆனா battery life ரொம்ப கம்மியா இருக்கு-u! சார்ஜ் போட்ட உடனே குறையுது.  சரி, வேற வழியில்ல. நாளைக்கு service center-ku போகலாம்-u. Hopefully அவங்க fix பண்ணுவாங்க-aa? இல்லன்னா refund வாங்க வேண்டியதுதான்."
126,"ஹாய்! இந்த app download பண்ணி ரொம்ப confusion-nu இருக்கு. It keeps asking permission-ku ஏதோ எல்லாம். சரியா install ஆகலையே!  சரி, வேற option பாக்கலாம்-u. YouTube tutorial ஏதாச்சும் help பண்ணுமா-nu check பண்ணி பார்க்கிறேன். இல்லனா, friend அனுப்பு-ku message பண்றேன். அவனுக்கு tech விஷயங்கள் கொஞ்சம் தெரியும், correct-aa?"
127,"டேய், இந்த new phone-u வாங்குனதுக்கு அப்பறம் battery life ரொம்ப கஷ்டமா இருக்கு. சார்ஜ் சீக்கிரமா போயிடுது-nu தோணுது.  Yesterday நான் அந்த mobile shop-ku போனேன், அவங்க software update பண்ண சொன்னாங்க. Try பண்ணனும்-aa? இல்ல வேற ஏதும் problem இருக்குமா-nu யோசிக்கிறேன். கொஞ்சம் confusion-aa இருக்கு, correct-la?"
128,"எங்க app-la update பண்ணினதுக்கு அப்பறம், everything is so slow-u! Seriously, ரொம்ப frustration-aa இருக்கு. Yesterday கூட YouTube video பாக்கவே முடியல. Buffer ஆகிட்டே இருந்தது. இந்த network problem-ku என்னதான் பண்ணலாம்னு தெரியல... Data balance correct-aa இருக்கான்னு check பண்ணனும். இல்லனா service provider-a call பண்ணலாமா-nu think பண்ணிட்டு இருக்கேன்."
129,"அடேங்கப்பா, இந்த app-u update பண்ணினதுக்கு அப்பறம் ரொம்ப slow-ஆ இருக்கு. Seriously frustration-nu இருக்கு! முன்னாடி smooth-aa வேலை செஞ்சது.  சரி, வேற option இல்லை. நாம data-nu backup பண்ணிட்டு uninstall செஞ்சு திரும்ப install பண்ணி பார்க்கலாமா? இல்லனா customer care-ku call பண்ணட்டுமா – என்ன சொல்றீங்க-aa ? ரொம்ப tension-u!"
130,"அடப்பாவி, இந்த new phone-u வாங்குனதுக்கு அப்பறம் battery life ரொம்ப down-aa இருக்கு. சார்ஜ் போட்ட உடனே குறையுது! Seriously frustration-nu இருக்கு. நேத்து cinema-la movie பார்த்தேன், நல்லா இருந்துச்சு-u. ஆனா phone charge பண்ணனும்னு tension-la இருந்தேன். நாளைக்கு ஊருக்குப் போகலாம்னு plan pannuraen, bus ticket book பண்ணனும்-u. Mom-ku phone பண்ணி சொல்லணும்."
131,"அடேங்கப்பா, இந்த new phone-u வாங்குனதுக்கு அப்பறம் battery life ரொம்ப down-aa இருக்கு. சார்ஜ் போட்டாலும் சீக்கிரமே discharge-nu தெரியுது. கொஞ்சம் confusion-na இருக்கு, settings சரியா இருக்கான்னு பார்க்கணும். இல்ல, வேற app ஏதாவது problem பண்ணுதா-nu check பண்ணனும். சரி, முதல்ல lunch-ku போய் சாப்பிட்டு வந்துட்டு பார்க்கலாம், அதுக்கப்புறம் கொஞ்சம் பொறுமையா settle பண்ணலாம்-u."
132,"அடேங்கப்பா, இந்த traffic-u! வீடு போக ஒரு மணி நேரம் ஆகும்னு நினைக்கிறேன்.  இன்னைக்கு meeting கொஞ்சம் confusion-nu இருந்துச்சு, boss நிறைய changes கேட்டாரு. சரி விடு, weekend-ku Chennai-க்கு ticket book பண்ணிட்டேன்-u. Family-ku surprise குடுக்கலாம்னு இருக்கேன். அப்புறம், dinner-la என்ன செஞ்சாலும் best-u இருக்கும்."
133,"Ayyo, en phone-u சார்ஜ் ஏறவே மாட்டேங்குது! Battery ரொம்ப down-aa irukku. This morning-u full charge பண்ணினேன், ஆனா இப்ப just 20% இருக்கு. ஏதாவது app background-la run-aa போகுதா nu paakkanu. Otherwise, power bank எடுத்துட்டு போக வேண்டியது தான். Weekend trip-ku problem-aa போனா big confusion-nu!"
134,"அடேங்கப்பா, இந்த new phone-u வாங்குனதுக்கு அப்பறம் signal கிடைக்கிறதே இல்ல! நெட்வொர்க் ரொம்ப slow-aa இருக்கு. Seriously, irritation-u come பண்ணுது. Samsung service center-ku போகலாம்னு இருக்கேன். அதுவரைக்கும், இந்த பழைய phone-la data backup பண்ணனும். என்ன பண்றதுன்னு கொஞ்சம் confusion-nu இருக்கு. சொல்லப்போனா, ரொம்ப stress-aa இருக்கு."
135,"அடேங்கப்பா! இந்த new phone-u வாங்குனதுக்கு அப்பறம் battery life சுத்தமா இல்ல. சார்ஜ் போட்டா two hours-la வெறும் smoke-ஆ போகுது! என்னடா இது? சரி, weekend-u ஊட்டி-க்கு trip plan பண்ணலாம்னு இருக்கேன். Tickets booking செய்யணும். மழை வருமான்னு கொஞ்சம் confusion-nu இருக்கு, ஆனா கண்டிப்பா fun-ஆ இருக்கும்னு நம்புறேன். முக்கியமான camera equipment எடுத்துட்டு போகணும், சரியா?"
136,"அடப்பாவி! இந்த new phone-u சார்ஜ் ஆக ரொம்ப time எடுக்குது nu தோணுது. கொஞ்சம் irritating-aa இருக்குல்ல? நேத்து shopping-la வாங்கின phone model-u இப்படி இருக்கக் கூடாது. கண்டிப்பா service centre-ku போகணும்.  சரி, lunch break-la restaurant-u check பண்ணி book பண்ணலாம் u. நல்ல சாப்பாடு கிடைச்சா mood சரியாகிடும் correct-la?"
137,"அடப்பாவி! இந்த new phone-u வாங்குனதுக்கு அப்பறம் battery life ரொம்ப difference-aa இருக்கு. சார்ஜ் பண்ணா quick-ஆ போயிடுது. நண்பன் சொன்னான் software update பண்ணனும்னு, ஆனா எனக்கு கொஞ்சம் confusion-nu இருக்கு. YouTube-la tutorial பார்க்கலாமா? இல்ல service center-ku போகணுமா? ஏதோ பண்ணி fix பண்ணனும், முக்கியமான calls miss பண்ணிட்டேன். Headache-aa இருக்கு!"
138,"அடேங்கப்பா, இந்த new phone-u சார்ஜ் பண்ணவே ரொம்ப time எடுத்துக்குது! கொஞ்சம் frustration-aa இருக்கு. நேத்து வாங்கியது, ஆனா battery life ரொம்ப worst-u. சரி, weekend-la ஊருக்குப் போகலாம்-nu plan பண்ணிருக்கேன். Appa-ku call பண்ணி ticket book பண்ணனும். Train-la போனா scenery சூப்பரா இருக்கும், correct-u? அம்மாவுக்கு என்ன special-aa கொண்டு போகலாம்-nu யோசிக்கணும்."
139,"அடேங்கப்பா! இந்த new phone-u வாங்குனதுக்கு அப்பறம் battery life ரொம்ப bad-aa இருக்கு. சார்ஜ் பண்ணி கொஞ்ச நேரத்துக்குள்ளே down ஆயிடுது! என்ன பண்றதுன்னு தெரியல-u. சரி, நாளைக்கு customer care-ku போலாமா? அவங்க fix பண்ணுவாங்கன்னு hope-u. இல்லன்னா refund கேட்டுப் பார்க்கலாம். ரொம்ப frustration-nu இருக்கு இந்த விஷயத்துல!"
140,"அடப்பாவி phone-ah, சார்ஜ் ஏற மாட்டேங்குது! Battery ரொம்ப down-aa இருக்கு.  இன்னைக்கு evening friends-ku party வெச்சிருக்கோம், photo எடுக்கணும்னு இருந்தேன். Camera app எல்லாம் open ஆகாதா இருக்கு, என்ன பண்றது-nu தெரியல. புது charger வாங்கலாம்னு இருக்கேன், Amazon-la பாக்கட்டுமா-aa? இல்ல direct-a கடைக்கு போகலாமா?"
141,"ஹலோ! இன்னைக்கு morning-la alarm சரியா அடிக்கல, அதனால கொஞ்சம் late-aa bus-க்கு போனேன். (Hello! This morning the alarm didn't go off properly, so I was a little late to the bus.) அப்புறம் office-la meeting இருந்ததால ரொம்ப tension-nu இருந்துச்சு.  Lunch break-u கொஞ்சம் relief-a இருந்துச்சு, சாப்பாடு சூப்பரா இருந்தது. (Then at the office, because there was a meeting, I felt very tense. Lunch break gave me some relief, the food was super.) Evening வீட்டுக்கு போனதும் Netflix and chill-aa பண்ணலாம்னு இருக்கேன். (This evening, when I get home, I'm planning to just Netflix and chill.) You know, weekend-ku ஒரு trip plan பண்ணலாம்னு யோசிச்சுட்டு இருக்கேன்-u. (You know, I’m thinking of planning a trip for the weekend.) Best idea-aa இருக்கும்! (That would be the best idea!)"
142,"அடப்பாவி! இந்த new phone-u வாங்கினதுக்கு அப்பறம் battery life ரொம்ப down-aa இருக்கு. சார்ஜ் பண்ணிட்டே இருக்கணும். Tamil Nadu-la power cut-ta avoid பண்ண முடியாது போல.  சரி, வேற option இல்லைனா சார்ஜர் எடுத்துட்டு office-ku போகலாம்னு இருக்கேன். இல்லன்னா meeting-la confusion-nu ஆகிடும். என்ன பண்றது-u?"
143,"இன்னைக்கு morning alarm clock சரியா வேலை செய்யல-u, completely தூங்கிட்டேன்.  After that, ரொம்ப rush-aa office-ku வந்தேன். Meeting-la project update சொல்லும் போது கொஞ்சம் confusion-nu இருந்துச்சு, but finally mudivu-nu சொன்னேன். Lunch break-la சாப்பாடு order பண்ணலாம்னு இருக்கேன், what to eat-ku idea இல்ல. Biryani available-aa? ரொம்ப hungry-aa இருக்கு! கொஞ்சம் help பண்ணு, please-u."
144,"அடேங்கப்பா, இந்த new phone-u வாங்குனதுக்கு அப்பறம் battery life சுத்தமா இல்ல. சார்ஜ் போட்டா two hours-la down ஆயிடுது! என்ன பண்றதுன்னே தெரியல-aa? முக்கியமா நான் office-la முக்கியமான call-ங்களுக்காக வெச்சிருக்கேன். சரி, அம்மா கிட்ட help கேக்கலாம்னு இருக்கேன். அவங்களுக்கு கொஞ்சம் tech விஷயங்கள் தெரியும்-nu நெனக்கிறேன். அப்புறம், நாளைக்கு Chennai-ku train book பண்ணனும். Ticket confirm ஆகுற வரைக்கும் tension-aa இருக்கு."
145,"அட, இந்த new phone-உ ரொம்ப confusion-nu இருக்கு! தமிழ் keyboard settings மாத்தவே முடியல. App-ah open பண்ணி close பண்ணிட்டே இருக்கேன்.  சரி, YouTube tutorial பார்க்கலாமா-nu யோசிக்கிறேன். இல்லனா, friend-உ help கேக்கலாம்னு இருக்கேன். அவனுக்கு tech விஷயங்கள் எல்லாம் best-u, எனக்கு இது ரொம்ப tough-aa இருக்கு. ஏதாவது idea இருந்தா சொல்லு!"
146,"அடேங்கப்பா, இந்த new phone-u வாங்குனதுக்கு அப்பறம் battery life ரொம்ப கம்மியா இருக்கு. சார்ஜ் பண்ணிட்டா two hours-la down ஆயிடுது! Seriously frustration-aa இருக்கு. கடைக்காரருக்கு போன் பண்ணட்டுமா? இல்ல வேற model-ku change பண்ணலாமா -nu யோசிக்கிறேன். சரி, முதல்ல ஒரு coffee drink பண்ணிட்டு decision எடுக்கலாம்-u."
147,"டேய், இந்த new phone-u வாங்குனதுக்கு அப்பறம் confusion-nu இருக்கு. Camera quality ரொம்ப average-aa இருக்கு தெரியுமா? பட், battery life best-u!  Weekend-la ஊருக்குப் போகலாம்னு thinking-u, train ticket book பண்ணனும். Amma சாப்பாடு மிஸ் பண்ணாம இருக்கணும்ல? அந்த app-la check பண்ணிட்டு சொல்றேன், okay-nu?"
148,"அடேங்கப்பா! இந்த new phone-u வாங்குனதுல ஒரே confusion-nu இருக்கு. Camera quality சூப்பரா இருக்கு, but battery life ரொம்ப bad-aa இருக்கு know? சார்ஜ் போட்டா two hours-la வெறும் disappear-u. சரி, வேற option இல்லாம return பண்ணிடுவேன்லாம் think பண்ணுறேன். கடைக்கு போகணும்-u, ரொம்ப tension-aa இருக்கு."
149,"ஹேய்! இந்த new phone-u வாங்குனது கொஞ்சம் confusion-nu இருக்கு. Camera quality best-aa இருக்கணும்னு நெனைச்சேன், ஆனா சரியா வரல. சரி பண்ண ஏதாவது settings இருக்குமா? Help-ku யாரையாவது search பண்ணலாமா? இல்ல, return பண்ணிடலாம்னு இருக்கேன். வேற model-la try பண்ணலாமான்னு யோசிச்சுட்டு இருக்கேன், என்ன பண்ணலாம்?"
150,"

என்னடா இந்த new phone-உம் battery life சரியில்ல! சார்ஜ் போட்ட கொஞ்ச நேரத்துலயே down ஆயிடுது. Seriously frustration-aa இருக்கு. App எல்லாம் close பண்ணியும் same problem-u. கடைக்கு போய் exchange பண்ணலாமா-nu யோசிக்கிறேன். சரி, முதல்ல data backup எடுத்துக்கலாம். அப்புறம் அம்மாவுக்கு phone-u call பண்ணி situation explain பண்ணிடறேன்."
151,"அடேங்கப்பா! இந்த new phone-u வாங்குனதுக்கு அப்பறம் battery life ரொம்ப கஷ்டமா இருக்கு. சார்ஜ் பண்ணிட்டா உடனே குறையுது, serious-aa confusion-nu இருக்கு. நான் என்ன பண்றது? Customer care-ku call பண்ணலாமா nu யோசிக்கிறேன். இல்லன்னா வேற phone வாங்க வேண்டியது தான் போல. ரொம்ப frustrating-aa இருக்கு, என்ன சொல்றீங்க?"
152,"Ayyo, en phone battery life ரொம்ப confused-aa irukku! சார்ஜ் போட்டா two hours-la down poyidum. New phone வாங்கலாமா-nu யோசிச்சுட்டு இருக்கேன். Samsung-la latest model best-u nu kettan. ஆனா price கொஞ்சம் high-aa இருக்கு. Un opinion என்ன, சொல்லுங்க-u? இந்த problem-ku solution வேணும்."
153,"அடேங்கப்பா! இந்த new phone-u வாங்குனதுக்கு அப்பறம் battery life ரொம்ப down-aa இருக்கு. சார்ஜ் பண்ணி கொஞ்ச நேரத்துக்குள்ளே discharge ஆயிடுது nu தோணுது. சரி, கடைக்கு போய் enquiry பண்ணலாம் la. ஏதாவது solution இருக்கான்னு பார்க்கணும் u. இல்லன்னா பழைய phone-ukku return பண்ணிடலாம், என்ன சொல்றீங்க?"
154,"அடேங்கப்பா, இந்த new phone-u வாங்குனதுக்கு அப்பறம் battery life ரொம்ப down-aa இருக்கு. சார்ஜ் போட்ட உடனே குறையுது. சரிபடுத்துறதுக்கு service center-ku போகணும்னு தோணுது. இல்லனா refund வாங்க முடியுமான்னு பார்க்கணும். கொஞ்சம் confusion-nu தான் இருக்கு, என்ன பண்ணட்டும்னு யோசிச்சுட்டே இருக்கேன்."
155,"

டேய், இந்த new phone-u வாங்குனதுக்கு அப்புறம் battery life ரொம்ப கஷ்டமா இருக்கு. சார்ஜ் ரொம்ப quick-a போகுது. கொஞ்சம் confusion-nu இருக்கு, settings check பண்ணனும்னு நெனக்கிறேன். இல்லன்னா return பண்ணிடலாம்னு தோணுது-u. என்ன பண்றதுன்னு கொஞ்சம் யோசிச்சுட்டு சொல்றேன். Weekend trip-ku போலாமா? Kodaikanal best-aa இருக்கும்."
156,"அடேங்கப்பா, இந்த new phone-u வாங்குனதுக்கு அப்பறம் battery life ரொம்ப worst-aa இருக்கு. சார்ஜ் பண்ணி கொஞ்ச நேரத்துக்குள்ளேயே down ஆயிடுது! வேற மாதிரி cover வாங்கலாமா-nu யோசிச்சுட்டு இருக்கேன். இல்லன்னா, பழைய phone-ukku return பண்ணிடலாமா? கொஞ்சம் confusion-nu இருக்கு. சரி விடு, lunch break-la ஒரு decision எடுக்கலாம். ஆனா, வேற phone வாங்கணும் correct-u."
157,"என்னது, new phone delivery delay-aa? ரொம்ப frustration-nu இருக்கு! Pre-order பண்ணியும் இப்படி பண்ணுறாங்க. சரி, customer care-u call பண்ணி பாக்கலாம். அவங்க ஏதாவது solution குடுப்பாங்களா-nu பார்ப்போம். இல்லன்னா, வேற phone வாங்க வேண்டியது தான். இந்த online shopping-la எப்போவும் confusion-u இருக்கு."
158,"அடப்பாவி! இந்த app-u update பண்ணினதுக்கு அப்புறம், ரொம்ப slow-ஆ இருக்கு. Signal full-a காட்டுது, ஆனா data loading ஆகலையே! Seriously frustration-nu இருக்கு. வேற app use பண்ணட்டுமா? இல்ல reset பண்ணலாமா? யோசிச்சுப் பாரு, எனக்கு help பண்ணு-u. இந்த problem-க்கு solution ஏதாவது தெரியுமா?"
159,"அட, phone-u சார்ஜ் ஆகலையே! என்ன problem-nu? ரொம்ப irritate-a இருக்கு. இன்னைக்கு movie-ku ticket book பண்ணனும், ஆனா சார்ஜ் இல்லன்னா எப்படி? வேற வழி இல்லாம power bank-u எடுத்துட்டுப் போகணும். சரி, அதுதான் best-u. இந்த situation-la வேற என்ன பண்ண முடியும்? காசு கொடுத்து வாங்குறது கொஞ்சம் waste-aa தோணுது, ஆனா வேற choice இல்ல."
160,"டேய், இந்த new phone-u வாங்குனதுக்கு அப்பறம் battery life ரொம்ப கஷ்டமா இருக்கு. சார்ஜ் பண்ண பண்ணே இருக்கணும். Seriously, frustrating-aa இருக்கு!  நேத்து movie-ku போனப்போ கூட half way-la switch off ஆயிடுச்சு. சரி, வேற option எதுவும் இருக்கா-nu பாக்கலாம், இல்லனா பழைய போன் யூஸ் பண்ண வேண்டியதுதான். What to do-nu tell me!"
161,"டேய், இந்த new phone-u வாங்குனதுக்கு அப்பறம் charge-ing ரொம்ப fast-aa போகுது. Seriously, battery life-u ரொம்ப down ஆயிடுச்சு! என்ன பண்றதுன்னு தான் confusion-nu இருக்கு. சரி, lunch break-la ஒரு quick research பண்ணி பாக்கலாம். இல்லனா பழைய phone-a use பண்ணிடலாம்னு தோணுது. ஆனா புது phone camera quality best-u! என்ன செய்யறது-nu யோசிச்சுட்டே இருக்கேன்."
162,"அடேங்கப்பா, இந்த new phone-u வாங்குனதுக்கு அப்பறம் battery life ரொம்ப disappointing-aa இருக்கு. சார்ஜ் போட்ட உடனே down ஆயிடுது! சரி, நாளைக்கு customer care-ku போலாமா-nu யோசிக்கிறேன். இல்லனா return பண்ணிடலாம். அதுக்கு முன்னாடி lunch break-la சாப்பாடு order பண்ணனும், ரொம்ப hungry-aa இருக்குது. என்ன சாப்பிடலாம்னு யோசிச்சுட்டே இருக்கேன்!"
163,"டேய், இந்த new phone-u வாங்குனதுக்கு அப்பறம் signal கிடைக்கல. Seriously confusion-nu இருக்கு. Network problem-aa, இல்ல phone-la issue-a? சரி, நான் customer care-u call பண்ணிப் பார்க்கிறேன். அவங்க ஏதாவது solution தரணும். இல்லனா ரொம்ப headache-aa இருக்கும். அப்புறம் lunch break-la biryani order பண்ணலாமா nu யோசிக்கிறேன். செம tasty-aa இருக்கனும், correct-u?"
164,"அடேங்கப்பா, இந்த new phone-u வாங்குனதுக்கு அப்பறம் battery life ரொம்ப down-aa இருக்கு. சார்ஜ் போட்டா two hours-la தீர்ந்துடுது! என்ன பண்றதுன்னு confusion-nu இருக்கு. நெனச்சேன் app update பண்ணனும்னு, ஆனா எதுவும் change ஆகல. வேற ஏதாவது idea இருக்கா? அப்புறம், tomorrow Chennai-ku flight-la போகணும். Ticket confirm-aa இருக்கான்னு ஒருసారి check பண்ணிடணும், சரியா? ரொம்ப important-u இந்த trip."
165,"அடேங்கப்பா, இந்த new phone-u வாங்குனதுக்கு அப்பறம் battery life ரொம்ப worst-aa இருக்கு. சார்ஜ் பண்ணா, இரண்டு மணி நேரத்துலேயே down-u ஆயிடுது! என்ன பண்றதுன்னே தெரியல. App settings எல்லாம் check பண்ணிட்டேன், எதுவும் use-la இல்ல. சரி, weekend-u ஊருக்குப் போகலாம்னு இருக்கேன். கொஞ்சம் fresh air-u கிடைச்சா இதெல்லாம் forget பண்ணிடலாம். Mama வீடு ரொம்ப peace-aa இருக்கும். Bus ticket book பண்ணனும், right-u?"
166,"அடேங்கப்பா! இந்த new phone-u வாங்கியதுல இருந்து battery life-ah ரொம்ப problem-aa இருக்கு. சார்ஜ் போட்ட உடனே down ஆயிடுது. சரி பண்ண முடியுமான்னு service center-uku போறதுக்கு time-a இல்ல.  Weekend-la ஊருக்குப் போகலாம்னு இருக்கேன், bus ticket book பண்ணிட்டேனான்னு check பண்ணனும். Mom-uku call பண்ணி சொல்லணும், சரியா? ஆனா first இந்த phone issue-u solve பண்ணனும் nu தோணுது."
